Name,Description,Latitude,Longitude
TF06RW,"",51.346347,-0.563
TF24RW,"",51.349908,-0.553933
TF24MA,"",51.35897724180372,-0.5315630206398276
TF24IF,"",51.33561099985733,-0.4962349779517912
TF24TN,"",51.35554142695097,-0.509782596506794
TF24FA,"",51.36622956711439,-0.5136606595845568
TF06IN,"",51.35612952795621,-0.6367625836817568
TF06IS,"",51.30025478448971,-0.5786926379735652
TF06FA,"",51.32819574525306,-0.6077099216365724
TF06MA,"",51.33727350003697,-0.5853593866265693
